rank,symbol,year,quarter,earnings_date,category,session,predicted,confidence,csv_t30_change,hit_result,status,elapsed_seconds,from_date,to_date,from_close,to_close,error
383,WBD,2023,3,2023-11-08,GAINER,BMO,UP,0.7,22.23,HIT,success,74.4,2023-11-08,2023-12-21,9.4,11.49,
384,TRGP,2021,4,2022-02-24,GAINER,BMO,UP,0.8,22.22,HIT,success,75.9,2022-02-24,2022-04-07,62.1,75.9,
385,HBAN,2023,3,2023-10-20,GAINER,BMO,DOWN,0.3,22.2,MISS,success,86.7,2023-10-20,2023-12-04,9.64,11.78,
386,RF,2023,3,2023-10-20,GAINER,BMO,DOWN,0.2,22.16,MISS,success,80.6,2023-10-20,2023-12-04,14.44,17.64,
387,JBHT,2020,1,2020-04-14,GAINER,BMO,DOWN,0.3,22.1,MISS,success,71.9,2020-04-14,2020-05-27,97.89,119.52,
388,SMCI,2020,1,2020-05-07,GAINER,AMC,NEUTRAL,0.6,22.05,SKIP,success,76.6,2020-05-08,2020-06-22,2.54,3.1,
389,SHW,2023,3,2023-10-24,GAINER,BMO,UP,0.8,22.01,HIT,success,70.4,2023-10-24,2023-12-06,234.98,286.71,
390,CME,2020,3,2020-10-28,GAINER,BMO,NEUTRAL,0.6,22.01,SKIP,success,74.8,2020-10-28,2020-12-10,149.56,182.48,
391,IVZ,2022,3,2022-10-25,GAINER,BMO,DOWN,0.3,21.99,MISS,success,70.4,2022-10-25,2022-12-07,15.05,18.36,
392,ZTS,2023,3,2023-11-02,GAINER,BMO,UP,0.7,21.99,HIT,success,79.3,2023-11-02,2023-12-15,160.91,196.29,
393,LYB,2020,1,2020-05-01,GAINER,BMO,NEUTRAL,0.6,21.97,SKIP,success,101.3,2020-05-01,2020-06-15,55.16,67.28,
394,QCOM,2023,3,2023-11-01,GAINER,AMC,DOWN,0.3,21.96,MISS,success,69.5,2023-11-02,2023-12-15,117.36,143.13,
395,SMCI,2022,4,2023-01-31,GAINER,AMC,UP,0.9,21.96,HIT,success,70.4,2023-02-01,2023-03-16,7.97,9.72,
396,IBKR,2023,4,2024-01-16,GAINER,AMC,UP,0.7,21.88,HIT,success,81.5,2024-01-17,2024-02-29,22.3,27.18,
397,RL,2020,2,2020-08-04,GAINER,BMO,UP,0.8,21.88,HIT,success,75.4,2020-08-04,2020-09-16,66.68,81.27,
398,AMP,2020,1,2020-05-06,GAINER,AMC,UP,0.7,21.87,HIT,success,86.3,2020-05-07,2020-06-19,121.73,148.35,
399,AMP,2020,3,2020-10-28,GAINER,BMO,UP,0.8,21.86,HIT,success,87.0,2020-10-28,2020-12-10,158.25,192.85,
400,KKR,2020,1,2020-05-06,GAINER,BMO,UP,0.7,21.82,HIT,success,85.7,2020-05-06,2020-06-18,26.03,31.71,
401,GEV,2024,2,2024-07-24,GAINER,BMO,UP,0.8,21.82,HIT,success,78.2,2024-07-24,2024-09-05,162.9,198.44,
402,EXPE,2020,3,2020-11-04,GAINER,AMC,UP,0.8,21.77,HIT,success,69.2,2020-11-05,2020-12-18,103.1,125.54,
403,DVA,2024,2,2024-08-06,GAINER,AMC,UP,0.8,21.76,HIT,success,75.9,2024-08-07,2024-09-19,133.98,163.14,
404,JPM,2020,3,2020-10-13,GAINER,AMC,UP,0.7,21.76,HIT,success,78.7,2020-10-14,2020-11-25,100.22,122.03,
405,TKO,2024,3,2024-11-06,GAINER,AMC,UP,0.7,21.75,HIT,success,80.3,2024-11-07,2024-12-20,117.9,143.54,
406,EME,2020,4,2021-02-25,GAINER,AMC,UP,0.8,21.73,HIT,success,85.6,2021-02-26,2021-04-12,97.37,118.53,
407,BX,2020,1,2020-04-23,GAINER,BMO,UP,0.7,21.72,HIT,success,116.0,2020-04-23,2020-06-05,48.43,58.95,
408,PWR,2021,4,2022-02-24,GAINER,BMO,UP,0.8,21.72,HIT,success,81.0,2022-02-24,2022-04-07,108.74,132.36,
409,SLB,2020,4,2021-01-22,GAINER,BMO,UP,0.8,21.71,HIT,success,67.8,2021-01-22,2021-03-08,24.41,29.71,
410,GPN,2023,3,2023-10-31,GAINER,BMO,UP,0.7,21.69,HIT,success,71.2,2023-10-31,2023-12-13,106.22,129.26,
411,KEY,2020,1,2020-04-16,GAINER,BMO,DOWN,0.3,21.66,MISS,success,87.4,2020-04-16,2020-05-29,9.74,11.85,
412,CMG,2023,3,2023-10-26,GAINER,AMC,UP,0.8,21.62,HIT,success,71.4,2023-10-27,2023-12-11,37.75,45.91,
413,CSX,2020,1,2020-04-22,GAINER,BMO,UP,0.7,21.58,HIT,success,76.6,2020-04-22,2020-06-04,20.3,24.68,
414,WDC,2020,4,2021-01-28,GAINER,AMC,DOWN,0.3,21.58,MISS,success,79.6,2021-01-29,2021-03-15,42.64,51.84,
415,COF,2023,3,2023-10-26,GAINER,AMC,NEUTRAL,0.6,21.56,SKIP,success,87.5,2023-10-27,2023-12-11,97.74,118.81,
416,RCL,2020,1,2020-05-20,GAINER,BMO,NEUTRAL,0.6,21.56,SKIP,success,89.6,2020-05-20,2020-07-02,40.73,49.51,
417,UBER,2023,3,2023-11-07,GAINER,BMO,UP,0.8,21.55,HIT,success,79.2,2023-11-07,2023-12-20,49.92,60.68,
418,GRMN,2020,3,2020-10-28,GAINER,BMO,UP,0.8,21.55,HIT,success,64.8,2020-10-28,2020-12-10,97.57,118.6,
419,VLO,2021,1,2021-04-22,GAINER,BMO,UP,0.7,21.55,HIT,success,83.3,2021-04-22,2021-06-04,68.48,83.24,
420,BEN,2020,3,2020-10-27,GAINER,BMO,UP,0.7,21.54,HIT,success,83.8,2020-10-27,2020-12-09,19.73,23.98,
421,TPL,2024,1,2024-05-08,GAINER,AMC,UP,0.7,21.53,HIT,success,88.7,2024-05-09,2024-06-24,615.23,747.7,
422,TSLA,2020,1,2020-04-29,GAINER,BMO,UP,0.8,21.53,HIT,success,95.5,2020-04-29,2020-06-11,53.37,64.86,
423,GPC,2020,1,2020-05-06,GAINER,BMO,DOWN,0.3,21.53,MISS,success,75.8,2020-05-06,2020-06-18,72.61,88.24,
424,RMD,2023,3,2023-10-26,GAINER,AMC,UP,0.8,21.46,HIT,success,80.0,2023-10-27,2023-12-11,134.65,163.54,
425,LYB,2020,4,2021-01-29,GAINER,AMC,UP,0.8,21.45,HIT,success,80.8,2021-02-01,2021-03-16,86.75,105.36,
426,NEM,2021,4,2022-02-24,GAINER,BMO,UP,0.7,21.45,HIT,success,77.1,2022-02-24,2022-04-07,66.72,81.03,
427,NFLX,2023,4,2024-01-23,GAINER,BMO,DOWN,0.3,21.43,MISS,success,74.4,2024-01-23,2024-03-06,49.22,59.77,
428,WELL,2020,1,2020-05-06,GAINER,AMC,DOWN,0.2,21.43,MISS,success,73.0,2020-05-07,2020-06-19,42.0,51.0,
429,FICO,2023,3,2023-11-08,GAINER,AMC,UP,0.8,21.42,HIT,success,63.9,2023-11-09,2023-12-22,962.7,1168.88,
430,UNP,2020,1,2020-04-23,GAINER,BMO,NEUTRAL,0.6,21.37,SKIP,success,80.5,2020-04-23,2020-06-05,152.29,184.83,
431,PSA,2024,2,2024-07-30,GAINER,AMC,DOWN,0.3,21.36,MISS,success,70.1,2024-07-31,2024-09-12,295.92,359.12,
432,STLD,2021,2,2021-07-19,GAINER,BMO,UP,0.9,21.33,HIT,success,84.4,2021-07-19,2021-08-30,57.89,70.24,
433,BX,2023,3,2023-10-19,GAINER,BMO,UP,0.7,21.29,HIT,success,81.2,2023-10-19,2023-12-01,94.22,114.28,
434,CPAY,2023,3,2023-11-08,GAINER,AMC,UP,0.8,21.28,HIT,success,77.6,2023-11-09,2023-12-22,228.75,277.42,
435,ALLE,2020,1,2020-04-23,GAINER,BMO,UP,0.7,21.26,HIT,success,100.9,2020-04-23,2020-06-05,95.13,115.35,
436,BEN,2023,3,2023-10-31,GAINER,BMO,UP,0.7,21.24,HIT,success,87.9,2023-10-31,2023-12-13,22.79,27.63,
437,HWM,2020,1,2020-05-05,GAINER,BMO,UP,0.7,21.21,HIT,success,83.9,2020-05-05,2020-06-17,12.21,14.8,
438,O,2020,1,2020-05-04,GAINER,AMC,DOWN,0.3,21.17,MISS,success,74.8,2020-05-05,2020-06-17,50.4,61.07,
439,CCL,2022,4,2023-03-27,GAINER,BMO,UP,0.8,21.16,HIT,success,77.0,2023-03-27,2023-05-09,8.79,10.65,
440,EMR,2020,1,2020-04-21,GAINER,AMC,UP,0.7,21.15,HIT,success,77.0,2020-04-22,2020-06-04,52.11,63.13,
441,PANW,2023,1,2023-05-23,GAINER,AMC,UP,0.8,21.12,HIT,success,82.0,2023-05-24,2023-07-10,102.16,123.74,
442,EOG,2023,4,2024-02-22,GAINER,AMC,UP,0.7,21.09,HIT,success,80.2,2024-02-23,2024-04-08,111.86,135.45,
443,DECK,2023,3,2023-10-26,GAINER,AMC,UP,0.8,21.08,HIT,success,72.6,2023-10-27,2023-12-11,96.06,116.31,
444,KLAC,2023,1,2023-04-26,GAINER,AMC,UP,0.7,21.06,HIT,success,77.7,2023-04-27,2023-06-09,384.64,465.65,
445,FIS,2022,3,2022-11-03,GAINER,BMO,DOWN,0.2,21.06,MISS,success,67.5,2022-11-03,2022-12-16,57.18,69.22,
446,AVGO,2019,4,2020-03-12,GAINER,BMO,UP,0.7,21.02,HIT,success,86.9,2020-03-12,2020-04-24,21.88,26.48,
447,CRWD,2021,1,2021-06-03,GAINER,AMC,UP,0.9,21.0,HIT,success,73.7,2021-06-04,2021-07-19,206.94,250.4,
448,NUE,2021,2,2021-07-22,GAINER,AMC,UP,0.8,20.91,HIT,success,83.1,2021-07-23,2021-09-03,94.33,114.05,
449,CRWD,2023,3,2023-11-28,GAINER,AMC,DOWN,0.2,20.86,MISS,success,79.5,2023-11-29,2024-01-12,234.44,283.35,
450,JPM,2022,3,2022-10-14,GAINER,BMO,UP,0.8,20.83,HIT,success,76.7,2022-10-14,2022-11-28,111.19,134.35,
451,PLTR,2022,1,2022-05-09,GAINER,BMO,UP,0.7,20.78,HIT,success,75.1,2022-05-09,2022-06-22,7.46,9.01,
452,AZO,2022,2,2022-09-19,GAINER,BMO,UP,0.8,20.75,HIT,success,84.5,2022-09-19,2022-10-31,2097.59,2532.88,
453,MRNA,2023,3,2023-11-02,GAINER,BMO,DOWN,0.3,20.75,MISS,success,81.5,2023-11-02,2023-12-15,71.23,86.01,
454,STLD,2023,3,2023-10-18,GAINER,AMC,DOWN,0.3,20.72,MISS,success,86.1,2023-10-19,2023-12-01,99.2,119.75,
455,NTAP,2020,4,2021-02-24,GAINER,AMC,NEUTRAL,0.6,20.7,SKIP,success,72.7,2021-02-25,2021-04-09,61.21,73.88,
456,LVS,2020,3,2020-10-21,GAINER,AMC,UP,0.7,20.68,HIT,success,67.5,2020-10-22,2020-12-04,49.81,60.11,
457,HAL,2020,2,2020-07-20,GAINER,BMO,UP,0.8,20.66,HIT,success,80.1,2020-07-20,2020-08-31,13.41,16.18,
458,VMC,2020,1,2020-05-06,GAINER,BMO,DOWN,0.3,20.66,MISS,success,77.6,2020-05-06,2020-06-18,100.31,121.03,
459,SLB,2020,1,2020-04-17,GAINER,BMO,DOWN,0.2,20.62,MISS,success,73.7,2020-04-17,2020-06-01,15.28,18.43,
460,CB,2020,3,2020-10-27,GAINER,AMC,UP,0.8,20.61,HIT,success,74.5,2020-10-28,2020-12-10,127.42,153.68,
461,MU,2022,1,2022-06-30,GAINER,AMC,UP,0.8,20.6,HIT,success,86.3,2022-07-01,2022-08-15,53.65,64.7,
462,RF,2020,1,2020-04-17,GAINER,BMO,DOWN,0.3,20.59,MISS,success,84.6,2020-04-17,2020-06-01,9.52,11.48,
463,SNA,2022,3,2022-10-20,GAINER,BMO,UP,0.8,20.59,HIT,success,97.0,2022-10-20,2022-12-02,203.14,244.96,
464,ADSK,2020,1,2020-05-27,GAINER,AMC,UP,0.8,20.53,HIT,success,696.5,2020-05-28,2020-07-10,202.63,244.24,
465,STLD,2020,1,2020-04-20,GAINER,BMO,UP,0.7,20.51,HIT,success,79.0,2020-04-20,2020-06-02,22.57,27.2,
466,BG,2020,1,2020-05-06,GAINER,BMO,DOWN,0.2,20.5,MISS,success,77.1,2020-05-06,2020-06-18,34.2,41.21,
467,NCLH,2022,2,2022-08-09,GAINER,BMO,UP,0.7,20.5,HIT,success,81.9,2022-08-09,2022-09-21,12.1,14.58,
468,DOV,2022,3,2022-10-20,GAINER,BMO,NEUTRAL,0.6,20.48,SKIP,success,76.1,2022-10-20,2022-12-02,119.1,143.49,
469,CTRA,2021,4,2022-02-23,GAINER,AMC,UP,0.8,20.46,HIT,success,75.9,2022-02-24,2022-04-07,22.24,26.79,
470,BRO,2020,1,2020-04-27,GAINER,BMO,UP,0.7,20.45,HIT,success,74.3,2020-04-27,2020-06-09,35.74,43.05,
471,GEN,2023,3,2023-11-07,GAINER,BMO,NEUTRAL,0.6,20.39,SKIP,success,70.1,2023-11-07,2023-12-20,18.93,22.79,
472,MS,2022,2,2022-07-14,GAINER,BMO,UP,0.7,20.38,HIT,success,70.9,2022-07-14,2022-08-25,74.69,89.91,
473,F,2023,1,2023-05-02,GAINER,BMO,UP,0.7,20.34,HIT,success,78.4,2023-05-02,2023-06-14,11.8,14.2,
474,TRGP,2023,4,2024-02-15,GAINER,BMO,UP,0.8,20.33,HIT,success,73.7,2024-02-15,2024-04-01,93.27,112.23,
475,UDR,2020,3,2020-10-29,GAINER,AMC,NEUTRAL,0.6,20.33,SKIP,success,84.3,2020-10-30,2020-12-14,31.24,37.59,
476,GM,2022,2,2022-07-26,GAINER,BMO,NEUTRAL,0.6,20.31,SKIP,success,77.1,2022-07-26,2022-09-07,33.34,40.11,
477,IVZ,2020,4,2021-01-26,GAINER,BMO,UP,0.8,20.3,HIT,success,70.0,2021-01-26,2021-03-10,20.94,25.19,
478,LW,2024,3,2024-10-01,GAINER,AMC,DOWN,0.1,20.26,MISS,success,86.6,2024-10-02,2024-11-13,66.58,80.07,
479,APO,2023,1,2023-05-09,GAINER,BMO,UP,0.8,20.25,HIT,success,70.7,2023-05-09,2023-06-22,62.26,74.87,
480,FRT,2020,1,2020-05-06,GAINER,BMO,DOWN,0.3,20.24,MISS,success,77.1,2020-05-06,2020-06-18,73.31,88.15,
481,PODD,2021,1,2021-05-06,GAINER,AMC,UP,0.7,20.24,HIT,success,77.7,2021-05-07,2021-06-21,234.19,281.58,
482,EXPE,2020,4,2021-02-11,GAINER,AMC,NEUTRAL,0.6,20.22,SKIP,success,74.6,2021-02-12,2021-03-29,146.51,176.13,
483,RJF,2020,4,2021-01-27,GAINER,AMC,UP,0.7,20.21,HIT,success,93.0,2021-01-28,2021-03-12,66.41,79.83,
484,NTRS,2023,3,2023-10-18,GAINER,BMO,DOWN,0.3,20.19,MISS,success,73.1,2023-10-18,2023-11-30,65.94,79.25,
485,COF,2020,3,2020-10-22,GAINER,BMO,UP,0.8,20.18,HIT,success,64.5,2020-10-22,2020-12-04,76.75,92.24,
486,RF,2020,4,2021-01-22,GAINER,BMO,NEUTRAL,0.6,20.18,SKIP,success,85.0,2021-01-22,2021-03-08,17.74,21.32,
487,FCX,2021,1,2021-04-22,GAINER,BMO,UP,0.8,20.12,HIT,success,81.8,2021-04-22,2021-06-04,34.74,41.73,
488,MHK,2023,3,2023-10-26,GAINER,AMC,DOWN,0.3,20.11,MISS,success,98.1,2023-10-27,2023-12-11,76.56,91.96,
489,DG,2020,4,2021-03-18,GAINER,BMO,DOWN,0.3,20.11,MISS,success,91.6,2021-03-18,2021-04-30,178.8,214.75,
490,ODFL,2020,1,2020-04-23,GAINER,BMO,DOWN,0.3,20.09,MISS,success,102.9,2020-04-23,2020-06-05,70.63,84.82,
491,LYV,2020,2,2020-08-05,GAINER,AMC,UP,0.7,20.05,HIT,success,98.2,2020-08-06,2020-09-18,47.47,56.99,
492,SRE,2021,4,2022-02-25,GAINER,BMO,UP,0.7,20.05,HIT,success,82.7,2022-02-25,2022-04-08,70.72,84.9,
493,DGX,2020,1,2020-04-22,GAINER,BMO,DOWN,0.3,20.03,MISS,success,83.6,2020-04-22,2020-06-04,99.58,119.53,
494,MU,2020,2,2020-09-29,GAINER,AMC,UP,0.7,20.02,HIT,success,93.9,2020-09-30,2020-11-11,46.96,56.36,
495,HBAN,2020,4,2021-01-22,GAINER,BMO,NEUTRAL,0.6,20.01,SKIP,success,96.4,2021-01-22,2021-03-08,13.84,16.61,
496,ON,2023,3,2023-10-30,GAINER,BMO,DOWN,0.3,19.97,MISS,success,76.2,2023-10-30,2023-12-12,65.34,78.39,
497,NXPI,2023,3,2023-11-06,GAINER,AMC,UP,0.7,19.97,HIT,success,75.9,2023-11-07,2023-12-20,185.8,222.9,
498,LRCX,2023,3,2023-10-18,GAINER,AMC,NEUTRAL,0.4,19.95,SKIP,success,77.4,2023-10-19,2023-12-01,60.2,72.21,
499,DHI,2020,1,2020-04-28,GAINER,BMO,UP,0.8,19.92,HIT,success,80.2,2020-04-28,2020-06-10,46.93,56.28,
500,BEN,2022,3,2022-11-01,GAINER,BMO,DOWN,0.3,19.91,MISS,success,671.2,2022-11-01,2022-12-14,22.6,27.1,
501,TRGP,2019,4,2020-02-20,LOSER,BMO,UP,0.7,-83.98,MISS,success,89.9,2020-02-20,2020-04-02,39.45,6.32,
502,NCLH,2019,4,2020-02-20,LOSER,BMO,DOWN,0.2,-82.68,HIT,success,71.8,2020-02-20,2020-04-02,48.51,8.4,
503,RCL,2019,4,2020-02-04,LOSER,BMO,DOWN,0.2,-81.08,HIT,success,103.8,2020-02-04,2020-03-18,118.0,22.33,
504,APA,2019,4,2020-02-26,LOSER,BMO,DOWN,0.3,-68.97,HIT,success,78.9,2020-02-26,2020-04-08,24.43,7.58,
505,OKE,2019,4,2020-02-24,LOSER,BMO,UP,0.8,-68.92,MISS,success,89.7,2020-02-24,2020-04-06,75.07,23.33,
506,DVN,2019,4,2020-02-18,LOSER,BMO,UP,0.8,-68.82,MISS,success,75.2,2020-02-18,2020-03-31,22.16,6.91,
507,FANG,2019,4,2020-02-18,LOSER,AMC,UP,0.8,-68.38,MISS,success,75.1,2020-02-19,2020-04-01,79.29,25.07,
508,SPG,2019,4,2020-02-04,LOSER,BMO,DOWN,0.3,-67.28,HIT,success,76.5,2020-02-04,2020-03-18,137.29,44.92,
509,VTR,2019,4,2020-02-20,LOSER,BMO,DOWN,0.3,-63.13,HIT,success,73.4,2020-02-20,2020-04-02,62.4,23.01,
510,TDG,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-61.67,MISS,success,76.4,2020-02-04,2020-03-18,641.27,245.79,
511,MGM,2019,4,2020-02-12,LOSER,AMC,DOWN,0.3,-61.67,HIT,success,96.1,2020-02-13,2020-03-27,31.8,12.19,
512,COP,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-59.87,MISS,success,83.8,2020-02-04,2020-03-18,56.49,22.67,
513,BLDR,2019,4,2020-02-20,LOSER,AMC,UP,0.7,-59.12,MISS,success,99.1,2020-02-21,2020-04-03,26.69,10.91,
514,TPR,2019,4,2020-02-06,LOSER,BMO,DOWN,0.2,-58.48,HIT,success,71.9,2020-02-06,2020-03-20,29.0,12.04,
515,MPC,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-57.29,MISS,success,72.6,2020-01-29,2020-03-12,53.59,22.89,
516,PSKY,2019,4,2020-02-20,LOSER,BMO,UP,0.7,-56.44,MISS,success,73.1,2020-02-20,2020-04-02,29.29,12.76,
517,LYB,2019,4,2020-01-31,LOSER,BMO,NEUTRAL,0.6,-55.18,SKIP,success,81.2,2020-01-31,2020-03-16,77.86,34.9,
518,WYNN,2019,4,2020-02-06,LOSER,AMC,DOWN,0.2,-54.64,HIT,success,71.8,2020-02-07,2020-03-23,126.91,57.57,
519,HIG,2019,4,2020-02-03,LOSER,AMC,UP,0.8,-54.52,MISS,success,74.0,2020-02-04,2020-03-18,57.72,26.25,
520,SYY,2019,4,2020-02-03,LOSER,BMO,DOWN,0.3,-54.28,HIT,success,72.7,2020-02-03,2020-03-17,76.68,35.06,
521,EXPE,2019,4,2020-02-13,LOSER,AMC,DOWN,0.3,-54.08,HIT,success,86.4,2020-02-14,2020-03-30,122.8,56.39,
522,PRU,2019,4,2020-02-04,LOSER,AMC,NEUTRAL,0.4,-53.61,SKIP,success,82.1,2020-02-05,2020-03-19,95.64,44.37,
523,DOW,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-52.35,MISS,success,91.6,2020-01-29,2020-03-12,49.67,23.67,
524,BA,2019,4,2020-01-29,LOSER,BMO,DOWN,0.2,-51.92,HIT,success,69.2,2020-01-29,2020-03-12,322.02,154.84,
525,PCG,2019,4,2020-02-18,LOSER,AMC,,,-51.91,,error,7.596694707870483,2020-02-19,2020-04-01,17.51,8.42,No transcript found for PCG FY2019 Q4
526,OXY,2019,4,2020-02-27,LOSER,BMO,UP,0.7,-51.71,MISS,success,78.9,2020-02-27,2020-04-09,31.81,15.36,
527,APP,2022,2,2022-08-10,LOSER,BMO,UP,0.7,-50.82,MISS,success,76.1,2022-08-10,2022-09-22,40.46,19.9,
528,NXPI,2019,4,2020-02-03,LOSER,AMC,UP,0.7,-50.53,MISS,success,95.7,2020-02-04,2020-03-18,130.51,64.56,
529,AIG,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-49.91,MISS,success,105.7,2020-02-13,2020-03-27,50.93,25.51,
530,AFL,2019,4,2020-02-04,LOSER,AMC,UP,0.7,-49.51,MISS,success,73.2,2020-02-05,2020-03-19,53.28,26.9,
531,RCL,2022,1,2022-05-05,LOSER,BMO,UP,0.8,-49.31,MISS,success,70.4,2022-05-05,2022-06-17,73.59,37.3,
532,WDC,2019,4,2020-01-30,LOSER,AMC,UP,0.7,-49.2,MISS,success,80.0,2020-01-31,2020-03-16,49.49,25.14,
533,ZBH,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-48.57,MISS,success,76.4,2020-02-04,2020-03-18,152.09,78.22,
534,MET,2019,4,2020-02-05,LOSER,BMO,UP,0.8,-47.99,MISS,success,92.6,2020-02-05,2020-03-19,51.53,26.8,
535,VICI,2019,4,2020-02-20,LOSER,BMO,UP,0.7,-47.28,MISS,success,77.2,2020-02-20,2020-04-02,28.13,14.83,
536,PSX,2019,4,2020-01-31,LOSER,BMO,UP,0.7,-47.17,MISS,success,76.3,2020-01-31,2020-03-16,91.37,48.27,
537,GM,2019,4,2020-02-05,LOSER,AMC,NEUTRAL,0.6,-47.16,SKIP,success,83.6,2020-02-06,2020-03-20,34.33,18.14,
538,FTV,2019,4,2020-02-06,LOSER,AMC,,,-46.84,,error,32.3612380027771,2020-02-07,2020-03-23,49.83,26.49,Agentic RAG pipeline failure: 'str' object has no attribute 'choices'
539,MOS,2019,4,2020-02-19,LOSER,AMC,UP,0.7,-46.83,MISS,success,72.9,2020-02-20,2020-04-02,18.47,9.82,
540,TXT,2019,4,2020-01-29,LOSER,BMO,DOWN,0.3,-46.79,HIT,success,110.3,2020-01-29,2020-03-12,47.1,25.06,
541,IVZ,2019,4,2020-01-29,LOSER,BMO,DOWN,0.3,-46.4,HIT,success,93.1,2020-01-29,2020-03-12,17.63,9.45,
542,F,2019,4,2020-02-04,LOSER,AMC,DOWN,0.2,-46.21,HIT,success,86.6,2020-02-05,2020-03-19,8.31,4.47,
543,ACGL,2019,4,2020-02-11,LOSER,BMO,UP,0.7,-46.14,MISS,success,86.4,2020-02-11,2020-03-25,47.75,25.72,
544,IT,2019,4,2020-02-04,LOSER,BMO,DOWN,0.3,-45.86,HIT,success,91.2,2020-02-04,2020-03-18,154.0,83.38,
545,TPL,2019,4,2020-01-30,LOSER,AMC,,,-45.74,,error,6.286039113998413,2020-01-31,2020-03-16,251.9,136.67,No transcript found for TPL FY2019 Q4
546,LKQ,2019,4,2020-02-20,LOSER,BMO,UP,0.8,-45.59,MISS,success,75.6,2020-02-20,2020-04-02,34.02,18.51,
547,UBER,2019,4,2020-02-06,LOSER,AMC,UP,0.8,-44.87,MISS,success,75.9,2020-02-07,2020-03-23,40.63,22.4,
548,XOM,2019,4,2020-01-31,LOSER,BMO,DOWN,0.3,-44.48,HIT,success,85.6,2020-01-31,2020-03-16,62.12,34.49,
549,HST,2019,4,2020-02-19,LOSER,AMC,DOWN,0.3,-44.41,HIT,success,77.8,2020-02-20,2020-04-02,17.18,9.55,
550,O,2019,4,2020-02-19,LOSER,AMC,UP,0.7,-44.3,MISS,success,79.4,2020-02-20,2020-04-02,79.32,44.18,
551,MCHP,2019,4,2020-02-04,LOSER,AMC,DOWN,0.3,-44.19,HIT,success,97.8,2020-02-05,2020-03-19,54.26,30.28,
552,GE,2019,4,2020-01-29,LOSER,BMO,UP,0.8,-44.13,MISS,success,75.4,2020-01-29,2020-03-12,64.43,36.0,
553,YUM,2019,4,2020-02-06,LOSER,BMO,DOWN,0.3,-44.01,HIT,success,103.3,2020-02-06,2020-03-20,103.74,58.08,
554,FOXA,2019,4,2020-02-05,LOSER,AMC,UP,0.8,-43.44,MISS,success,81.0,2020-02-06,2020-03-20,37.11,20.99,
555,VLO,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-43.42,MISS,success,81.1,2020-01-30,2020-03-13,88.19,49.9,
556,WELL,2019,4,2020-02-12,LOSER,AMC,UP,0.7,-43.33,MISS,success,82.9,2020-02-13,2020-03-27,87.7,49.7,
557,PFG,2019,4,2020-01-28,LOSER,AMC,UP,0.7,-43.14,MISS,success,81.3,2020-01-29,2020-03-12,54.48,30.98,
558,ALB,2019,4,2020-02-19,LOSER,AMC,DOWN,0.3,-43.1,HIT,success,674.0,2020-02-20,2020-04-02,94.31,53.66,
559,ON,2019,4,2020-02-03,LOSER,BMO,DOWN,0.3,-41.97,HIT,success,85.2,2020-02-03,2020-03-17,19.91,11.55,
560,MHK,2019,4,2020-02-13,LOSER,AMC,DOWN,0.3,-41.91,HIT,success,87.5,2020-02-14,2020-03-30,137.98,80.15,
561,DECK,2019,4,2020-01-30,LOSER,AMC,UP,0.7,-41.67,MISS,success,72.3,2020-01-31,2020-03-16,31.82,18.56,
562,WY,2019,4,2020-01-31,LOSER,BMO,UP,0.7,-41.45,MISS,success,74.8,2020-01-31,2020-03-16,28.95,16.95,
563,CDW,2019,4,2020-02-06,LOSER,BMO,UP,0.8,-40.91,MISS,success,99.0,2020-02-06,2020-03-20,134.64,79.56,
564,RL,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-40.5,MISS,success,87.6,2020-02-04,2020-03-18,123.68,73.59,
565,GL,2019,4,2020-02-04,LOSER,AMC,UP,0.7,-40.5,MISS,success,98.4,2020-02-05,2020-03-19,108.4,64.5,
566,CB,2019,4,2020-02-04,LOSER,AMC,UP,0.8,-40.4,MISS,success,93.4,2020-02-05,2020-03-19,165.33,98.53,
567,ABNB,2022,1,2022-05-03,LOSER,AMC,UP,0.8,-40.29,MISS,success,81.1,2022-05-04,2022-06-16,156.18,93.26,
568,SMCI,2019,4,2020-02-06,LOSER,BMO,NEUTRAL,0.6,-40.28,SKIP,success,82.5,2020-02-06,2020-03-20,2.83,1.69,
569,FICO,2019,4,2020-01-30,LOSER,AMC,UP,0.8,-40.19,MISS,success,82.4,2020-01-31,2020-03-16,402.38,240.68,
570,ALL,2019,4,2020-02-04,LOSER,AMC,UP,0.7,-40.09,MISS,success,74.7,2020-02-05,2020-03-19,124.67,74.69,
571,WAB,2019,4,2020-02-18,LOSER,BMO,UP,0.7,-39.85,MISS,success,77.6,2020-02-18,2020-03-31,80.01,48.13,
572,APP,2022,3,2022-11-09,LOSER,AMC,UP,0.7,-39.56,MISS,success,81.6,2022-11-10,2022-12-23,16.28,9.84,
573,L,2019,4,2020-02-10,LOSER,BMO,UP,0.7,-39.54,MISS,success,64.2,2020-02-10,2020-03-24,55.81,33.74,
