idx,symbol,company_name,sector,year,quarter,t_day,session,base_date,base_price,t30_date,t30_price,t30_change,predicted,confidence,hit_result,status,elapsed_seconds,error
340,O,Realty Income,Real Estate,2023,1,2023-05-04,UNKNOWN,2023-05-05,62.95,2023-06-20,60.33,-4.16,UP,0.7,MISS,success,74.2,
341,ODFL,Old Dominion,Industrials,2023,1,2023-04-26,BMO,2023-04-26,152.76,2023-06-08,158.44,3.72,DOWN,0.2,MISS,success,85.4,
342,OKE,ONEOK,Energy,2023,1,2023-05-03,BMO,2023-05-03,62.82,2023-06-15,61.11,-2.72,UP,0.7,MISS,success,99.9,
343,OMC,Omnicom Group,Communication Services,2023,1,2023-04-19,AMC,2023-04-20,92.26,2023-06-02,91.32,-1.02,UP,0.7,MISS,success,71.1,
344,ON,ON Semiconductor,Technology,2023,1,2023-05-01,BMO,2023-05-01,78.33,2023-06-13,92.67,18.31,UP,0.8,HIT,success,84.9,
345,ORCL,Oracle Corporation,Technology,2023,1,2022-09-13,AMC,2022-09-14,72.12,2022-10-26,74.82,3.74,UP,0.8,HIT,success,86.6,
346,ORLY,O'Reilly Auto Parts,Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,61.04,2023-06-09,60.47,-0.93,UP,0.8,MISS,success,86.5,
347,OTIS,Otis Worldwide,Industrials,2023,1,2023-04-26,BMO,2023-04-26,81.88,2023-06-08,86.09,5.14,UP,0.7,HIT,success,77.6,
348,OXY,Occidental Petroleum,Energy,2023,1,2023-05-11,AMC,2023-05-12,58.09,2023-06-27,57.13,-1.65,DOWN,0.3,HIT,success,82.9,
349,PANW,Palo Alto Networks,Technology,2023,1,2022-11-18,AMC,2022-11-21,85.31,2023-01-05,67.56,-20.81,UP,0.8,MISS,success,86.5,
350,PAYC,Paycom,Technology,2023,1,2023-05-03,AMC,2023-05-04,279.99,2023-06-16,319.92,14.26,UP,0.8,HIT,success,71.5,
351,PAYX,Paychex,Industrials,2023,1,2022-09-28,BMO,2022-09-28,117.38,2022-11-09,115.24,-1.82,UP,0.7,MISS,success,79.3,
352,PCAR,Paccar,Industrials,2023,1,2023-04-25,BMO,2023-04-25,74.8,2023-06-07,76.19,1.86,UP,0.8,HIT,success,69.1,
353,PCG,PG&E Corporation,Utilities,2023,1,2023-05-04,BMO,2023-05-04,17.24,2023-06-16,17.4,0.93,UP,0.7,HIT,success,73.0,
354,PEG,Public Service Enterprise Group,Utilities,2023,1,2023-05-02,BMO,2023-05-02,62.81,2023-06-14,61.93,-1.4,UP,0.7,MISS,success,82.3,
355,PEP,PepsiCo,Consumer Defensive,2023,1,2023-04-25,BMO,2023-04-25,189.71,2023-06-07,180.11,-5.06,UP,0.8,MISS,success,63.2,
356,PFE,Pfizer,Healthcare,2023,1,2023-05-02,BMO,2023-05-02,39.06,2023-06-14,39.36,0.77,NEUTRAL,0.4,SKIP,success,68.3,
357,PFG,Principal Financial Group,Financial Services,2023,1,2023-04-28,BMO,2023-04-28,74.69,2023-06-12,71.45,-4.34,UP,0.7,MISS,success,93.9,
358,PG,Procter & Gamble,Consumer Defensive,2023,1,2022-10-19,BMO,2022-10-19,129.56,2022-12-01,149.25,15.2,NEUTRAL,0.6,SKIP,success,78.2,
359,PGR,Progressive Corporation,Financial Services,2023,1,2023-05-03,BMO,2023-05-03,125.05,2023-06-15,128.36,2.65,DOWN,0.3,MISS,success,74.8,
360,PH,Parker Hannifin,Industrials,2023,1,2022-11-03,BMO,2022-11-03,286.17,2022-12-16,285.75,-0.15,UP,0.8,MISS,success,94.8,
361,PHM,PulteGroup,Consumer Cyclical,2023,1,2023-04-25,BMO,2023-04-25,64.95,2023-06-07,71.57,10.19,UP,0.8,HIT,success,87.7,
362,PKG,Packaging Corporation of America,Consumer Cyclical,2023,1,2023-04-25,BMO,2023-04-25,134.38,2023-06-07,132.85,-1.14,DOWN,0.3,HIT,success,87.5,
363,PLD,Prologis,Real Estate,2023,1,2023-04-18,BMO,2023-04-18,123.71,2023-05-31,124.55,0.68,UP,0.8,HIT,success,85.3,
364,PLTR,Palantir Technologies,Technology,2023,1,2023-05-09,AMC,2023-05-10,9.94,2023-06-23,14.03,41.15,UP,0.8,HIT,success,98.1,
365,PM,Philip Morris International,Consumer Defensive,2023,1,2023-04-20,BMO,2023-04-20,96.71,2023-06-02,91.78,-5.1,UP,0.7,MISS,success,83.1,
366,PNC,PNC Financial Services,Financial Services,2023,1,2023-04-14,BMO,2023-04-14,121.85,2023-05-26,118.78,-2.52,DOWN,0.3,HIT,success,82.1,
367,PNR,Pentair,Industrials,2023,1,2023-04-27,BMO,2023-04-27,57.53,2023-06-09,59.17,2.85,UP,0.8,HIT,success,88.5,
368,PNW,Pinnacle West,Utilities,2023,1,2023-05-04,BMO,2023-05-04,79.69,2023-06-16,83.25,4.47,NEUTRAL,0.6,SKIP,success,77.2,
369,PODD,Insulet Corporation,Healthcare,2023,1,2023-05-05,AMC,2023-05-08,318.98,2023-06-21,289.08,-9.37,UP,0.8,MISS,success,75.5,
370,POOL,Pool Corporation,Industrials,2023,1,2023-04-20,BMO,2023-04-20,332.39,2023-06-02,326.36,-1.81,DOWN,0.2,HIT,success,74.6,
371,PPG,PPG Industries,Basic Materials,2023,1,2023-04-21,BMO,2023-04-21,141.98,2023-06-05,137.92,-2.86,UP,0.8,MISS,success,71.7,
372,PPL,PPL Corporation,Utilities,2023,1,2023-05-04,BMO,2023-05-04,28.7,2023-06-16,26.99,-5.96,UP,0.7,MISS,success,82.2,
373,PRU,Prudential Financial,Financial Services,2023,1,2023-05-03,BMO,2023-05-03,81.36,2023-06-15,86.76,6.64,UP,0.7,HIT,success,81.8,
374,PSA,Public Storage,Real Estate,2023,1,2023-05-04,UNKNOWN,2023-05-05,295.91,2023-06-20,285.02,-3.68,UP,0.7,MISS,success,62.4,
375,PSKY,Paramount Skydance Corp,Communication Services,2023,1,2023-05-04,BMO,2023-05-04,22.86,2023-06-16,16.51,-27.78,DOWN,0.2,HIT,success,75.5,
376,PSX,Phillips 66,Energy,2023,1,2023-05-03,BMO,2023-05-03,95.95,2023-06-15,97.02,1.12,UP,0.7,HIT,success,76.0,
377,PTC,PTC Inc.,Technology,2023,1,2023-02-02,AMC,2023-02-03,130.55,2023-03-20,119.12,-8.76,UP,0.8,MISS,success,79.0,
378,PWR,Quanta Services,Industrials,2023,1,2023-05-04,BMO,2023-05-04,165.35,2023-06-16,185.95,12.46,UP,0.7,HIT,success,78.3,
379,PYPL,PayPal,Financial Services,2023,1,2023-05-09,AMC,2023-05-10,63.38,2023-06-23,66.94,5.62,UP,0.8,HIT,success,76.5,
380,QCOM,Qualcomm,Technology,2023,1,2023-02-03,AMC,2023-02-06,132.93,2023-03-21,123.8,-6.87,DOWN,0.3,HIT,success,61.0,
381,RCL,Royal Caribbean Group,Consumer Cyclical,2023,1,2023-05-04,BMO,2023-05-04,71.88,2023-06-16,95.3,32.58,UP,0.9,HIT,success,67.7,
382,REG,Regency Centers,Real Estate,2023,1,2023-05-05,BMO,2023-05-05,60.74,2023-06-20,60.66,-0.13,UP,0.7,MISS,success,69.7,
383,REGN,Regeneron Pharmaceuticals,Healthcare,2023,1,2023-05-05,AMC,2023-05-08,752.12,2023-06-21,778.77,3.54,UP,0.7,HIT,success,97.9,
384,RF,Regions Financial Corporation,Financial Services,2023,1,2023-04-21,BMO,2023-04-21,18.36,2023-06-05,17.8,-3.05,UP,0.7,MISS,success,75.1,
385,RJF,Raymond James Financial,Financial Services,2023,1,2023-01-26,AMC,2023-01-27,111.77,2023-03-13,89.31,-20.09,UP,0.7,MISS,success,77.2,
386,RL,Ralph Lauren Corporation,Consumer Cyclical,2023,1,2022-08-09,BMO,2022-08-09,96.77,2022-09-21,92.31,-4.61,UP,0.8,MISS,success,74.4,
387,RMD,ResMed,Healthcare,2023,1,2022-10-28,AMC,2022-10-31,223.69,2022-12-13,223.7,0.0,UP,0.7,MISS,success,80.0,
388,ROK,Rockwell Automation,Industrials,2023,1,2023-01-26,BMO,2023-01-26,281.87,2023-03-10,289.07,2.55,UP,0.8,HIT,success,71.5,
389,ROL,"Rollins, Inc.",Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,41.6,2023-06-09,40.8,-1.92,UP,0.8,MISS,success,72.7,
390,ROP,Roper Technologies,Industrials,2023,1,2023-04-27,BMO,2023-04-27,452.98,2023-06-09,451.8,-0.26,UP,0.8,MISS,success,84.4,
391,ROST,Ross Stores,Consumer Cyclical,2023,1,2023-05-18,AMC,2023-05-19,104.76,2023-07-05,110.62,5.59,UP,0.7,HIT,success,73.3,
392,RSG,Republic Services,Industrials,2023,1,2023-04-28,AMC,2023-05-01,144.98,2023-06-13,143.1,-1.3,UP,0.8,MISS,success,73.7,
393,RTX,RTX Corporation,Industrials,2023,1,2023-04-25,BMO,2023-04-25,101.09,2023-06-07,98.59,-2.47,UP,0.7,MISS,success,69.7,
394,RVTY,Revvity,Healthcare,2023,1,2023-05-11,BMO,2023-05-11,118.37,2023-06-26,116.71,-1.4,DOWN,0.3,HIT,success,70.6,
395,SBAC,SBA Communications,Real Estate,2023,1,2023-05-02,AMC,2023-05-03,240.92,2023-06-15,233.95,-2.89,UP,0.7,MISS,success,93.7,
396,SBUX,Starbucks,Consumer Cyclical,2023,1,2023-02-03,AMC,2023-02-06,105.02,2023-03-21,100.54,-4.27,UP,0.7,MISS,success,93.7,
397,SCHW,Charles Schwab Corporation,Financial Services,2023,1,2023-04-17,BMO,2023-04-17,52.77,2023-05-30,53.84,2.03,UP,0.7,HIT,success,91.9,
398,SHW,Sherwin-Williams,Basic Materials,2023,1,2023-04-25,BMO,2023-04-25,234.79,2023-06-07,240.76,2.54,UP,0.7,HIT,success,76.7,
399,SJM,J.M. Smucker Company (The),Consumer Defensive,2023,1,2022-08-23,BMO,2022-08-23,142.35,2022-10-05,141.26,-0.77,UP,0.7,MISS,success,72.9,
400,SLB,Schlumberger,Energy,2023,1,2023-04-21,BMO,2023-04-21,49.8,2023-06-05,46.22,-7.19,UP,0.8,MISS,success,80.3,
401,SMCI,Supermicro,Technology,2023,1,2022-11-02,AMC,2022-11-03,7.97,2022-12-16,8.07,1.25,UP,0.9,HIT,success,74.3,
402,SNA,Snap-on,Industrials,2023,1,2023-04-20,BMO,2023-04-20,258.89,2023-06-02,259.71,0.32,UP,0.8,HIT,success,71.0,
403,SNPS,Synopsys,Technology,2023,1,2023-02-16,AMC,2023-02-17,354.45,2023-04-03,388.94,9.73,UP,0.8,HIT,success,71.4,
404,SO,Southern Company,Utilities,2023,1,2023-04-27,UNKNOWN,2023-04-28,73.55,2023-06-12,70.84,-3.68,NEUTRAL,0.6,SKIP,success,65.9,
405,SPG,Simon Property Group,Real Estate,2023,1,2023-05-03,AMC,2023-05-04,107.85,2023-06-16,112.79,4.58,UP,0.8,HIT,success,69.5,
406,SPGI,S&P Global,Financial Services,2023,1,2023-04-27,BMO,2023-04-27,355.58,2023-06-09,384.0,7.99,UP,0.7,HIT,success,67.4,
407,SRE,Sempra,Utilities,2023,1,2023-05-04,BMO,2023-05-04,76.75,2023-06-16,74.1,-3.45,UP,0.8,MISS,success,91.2,
408,STE,Steris,Healthcare,2023,1,2022-08-03,BMO,2022-08-03,203.0,2022-09-15,199.36,-1.79,DOWN,0.3,HIT,success,90.4,
409,STLD,Steel Dynamics,Basic Materials,2023,1,2023-04-20,BMO,2023-04-20,111.46,2023-06-02,97.71,-12.34,UP,0.8,MISS,success,68.8,
410,STT,State Street Corporation,Financial Services,2023,1,2023-04-17,BMO,2023-04-17,72.68,2023-05-30,69.33,-4.61,DOWN,0.3,HIT,success,80.5,
411,STX,Seagate Technology,Technology,2023,1,2022-10-28,UNKNOWN,2022-10-31,49.66,2022-12-13,56.17,13.11,DOWN,0.2,MISS,success,76.1,
412,STZ,Constellation Brands,Consumer Defensive,2023,1,2022-06-30,BMO,2022-06-30,233.06,2022-08-12,243.73,4.58,UP,0.7,HIT,success,71.3,
413,SW,Smurfit WestRock,Consumer Cyclical,2023,1,2023-02-01,BMO,2023-02-01,34.27,2023-03-16,27.79,-18.91,DOWN,0.3,HIT,success,72.5,
414,SWK,Stanley Black & Decker,Industrials,2023,1,2023-05-04,BMO,2023-05-04,86.18,2023-06-16,90.9,5.48,UP,0.7,HIT,success,86.1,
415,SWKS,Skyworks Solutions,Technology,2023,1,2023-02-07,AMC,2023-02-08,119.71,2023-03-23,116.36,-2.8,NEUTRAL,0.6,SKIP,success,70.1,
416,SYF,Synchrony Financial,Financial Services,2023,1,2023-04-19,BMO,2023-04-19,30.79,2023-06-01,31.55,2.47,UP,0.7,HIT,success,78.9,
417,SYK,Stryker Corporation,Healthcare,2023,1,2023-05-01,UNKNOWN,2023-05-02,293.89,2023-06-14,293.57,-0.11,UP,0.8,MISS,success,80.7,
418,SYY,Sysco,Consumer Defensive,2023,1,2022-11-01,BMO,2022-11-01,84.11,2022-12-14,82.14,-2.34,UP,0.7,MISS,success,80.1,
419,T,AT&T,Communication Services,2023,1,2023-04-20,BMO,2023-04-20,17.65,2023-06-02,15.21,-13.82,NEUTRAL,0.6,SKIP,success,70.5,
420,TAP,Molson Coors Beverage Company,Consumer Defensive,2023,1,2023-05-02,BMO,2023-05-02,65.08,2023-06-14,67.45,3.64,UP,0.8,HIT,success,97.4,
421,TDG,TransDigm Group,Industrials,2023,1,2023-02-07,BMO,2023-02-07,742.5,2023-03-22,704.88,-5.07,UP,0.8,MISS,success,74.4,
422,TDY,Teledyne Technologies,Technology,2023,1,2023-04-26,BMO,2023-04-26,404.92,2023-06-08,396.81,-2.0,NEUTRAL,0.6,SKIP,success,98.6,
423,TECH,Bio-Techne,Healthcare,2023,1,2022-11-01,BMO,2022-11-01,77.32,2022-12-14,86.81,12.27,NEUTRAL,0.4,SKIP,success,73.6,
424,TEL,TE Connectivity,Technology,2023,1,2023-01-25,BMO,2023-01-25,123.57,2023-03-09,128.06,3.63,UP,0.7,HIT,success,86.2,
425,TER,Teradyne,Technology,2023,1,2023-04-27,BMO,2023-04-27,90.37,2023-06-09,105.02,16.21,NEUTRAL,0.5,SKIP,success,78.8,
426,TFC,Truist Financial,Financial Services,2023,1,2023-04-20,BMO,2023-04-20,33.48,2023-06-02,32.08,-4.18,DOWN,0.3,HIT,success,79.1,
427,TGT,Target Corporation,Consumer Defensive,2023,1,2023-05-17,BMO,2023-05-17,160.96,2023-06-30,131.9,-18.05,NEUTRAL,0.6,SKIP,success,79.7,
428,TJX,TJX Companies,Consumer Cyclical,2023,1,2022-05-18,BMO,2022-05-18,60.19,2022-07-01,56.04,-6.89,UP,0.8,MISS,success,82.6,
429,TMO,Thermo Fisher Scientific,Healthcare,2023,1,2023-04-26,BMO,2023-04-26,533.13,2023-06-08,515.25,-3.35,UP,0.7,MISS,success,79.9,
430,TMUS,T-Mobile US,Communication Services,2023,1,2023-04-28,AMC,2023-05-01,143.21,2023-06-13,129.88,-9.31,UP,0.8,MISS,success,81.2,
431,TPL,Texas Pacific Land Corporation,Energy,2023,1,2023-05-04,BMO,2023-05-04,460.4,2023-06-16,452.87,-1.64,NEUTRAL,0.6,SKIP,success,72.9,
432,TPR,"Tapestry, Inc.",Consumer Cyclical,2023,1,2022-11-10,BMO,2022-11-10,32.54,2022-12-23,37.42,15.0,NEUTRAL,0.4,SKIP,success,98.2,
433,TRGP,Targa Resources,Energy,2023,1,2023-05-04,BMO,2023-05-04,69.35,2023-06-16,71.79,3.52,UP,0.8,HIT,success,71.4,
434,TRMB,Trimble Inc.,Technology,2023,1,2023-05-03,UNKNOWN,2023-05-04,47.6,2023-06-16,52.67,10.65,UP,0.7,HIT,success,76.7,
435,TROW,T. Rowe Price,Financial Services,2023,1,2023-05-02,BMO,2023-05-02,106.05,2023-06-14,111.14,4.8,DOWN,0.3,MISS,success,73.4,
436,TRV,Travelers Companies (The),Financial Services,2023,1,2023-04-19,BMO,2023-04-19,182.57,2023-06-01,171.3,-6.17,UP,0.8,MISS,success,84.3,
437,TSCO,Tractor Supply,Consumer Cyclical,2023,1,2023-04-27,BMO,2023-04-27,47.82,2023-06-09,43.44,-9.16,UP,0.7,MISS,success,90.9,
438,TSLA,"Tesla, Inc.",Consumer Cyclical,2023,1,2023-04-20,AMC,2023-04-21,165.08,2023-06-05,217.61,31.82,DOWN,0.3,MISS,success,70.8,
439,TSN,Tyson Foods,Consumer Defensive,2023,1,2023-02-06,BMO,2023-02-06,61.08,2023-03-21,58.23,-4.67,DOWN,0.2,HIT,success,61.5,
440,TT,Trane Technologies,Industrials,2023,1,2023-05-03,BMO,2023-05-03,177.74,2023-06-15,185.25,4.23,UP,0.8,HIT,success,71.4,
441,TTD,"The Trade Desk, Inc.",Technology,2023,1,2023-05-10,UNKNOWN,2023-05-11,64.53,2023-06-26,75.23,16.58,UP,0.8,HIT,success,68.1,
442,TTWO,Take-Two Interactive,Technology,2023,1,2022-08-09,AMC,2022-08-10,123.79,2022-09-22,114.74,-7.31,DOWN,0.3,HIT,success,79.3,
443,TXN,Texas Instruments,Technology,2023,1,2023-04-25,UNKNOWN,2023-04-26,164.46,2023-06-08,172.23,4.72,DOWN,0.3,MISS,success,85.0,
444,TXT,Textron,Industrials,2023,1,2023-04-27,BMO,2023-04-27,65.56,2023-06-09,65.29,-0.41,UP,0.7,MISS,success,65.1,
445,TYL,Tyler Technologies,Technology,2023,1,2023-04-27,BMO,2023-04-27,386.2,2023-06-09,388.67,0.64,UP,0.7,HIT,success,64.7,
446,UAL,United Airlines Holdings,Industrials,2023,1,2023-04-19,BMO,2023-04-19,46.27,2023-06-01,47.41,2.46,UP,0.7,HIT,success,80.2,
447,UBER,Uber,Technology,2023,1,2023-05-02,BMO,2023-05-02,36.52,2023-06-14,41.27,13.01,UP,0.9,HIT,success,60.0,
448,UDR,"UDR, Inc.",Real Estate,2023,1,2023-04-27,UNKNOWN,2023-04-28,41.33,2023-06-12,42.48,2.78,UP,0.7,HIT,success,90.4,
449,UHS,Universal Health Services,Healthcare,2023,1,2023-04-26,BMO,2023-04-26,142.79,2023-06-08,137.89,-3.43,UP,0.7,MISS,success,72.0,
450,ULTA,Ulta Beauty,Consumer Cyclical,2023,1,2023-05-26,AMC,2023-05-30,406.73,2023-07-13,472.59,16.19,DOWN,0.3,MISS,success,86.6,
451,UNH,UnitedHealth Group,Healthcare,2023,1,2023-04-14,BMO,2023-04-14,511.79,2023-05-26,481.52,-5.91,UP,0.8,MISS,success,82.8,
452,UNP,Union Pacific Corporation,Industrials,2023,1,2023-04-20,BMO,2023-04-20,202.6,2023-06-02,198.66,-1.94,DOWN,0.3,HIT,success,74.4,
453,UPS,United Parcel Service,Industrials,2023,1,2023-04-25,BMO,2023-04-25,176.29,2023-06-07,171.5,-2.72,DOWN,0.2,HIT,success,83.7,
454,URI,United Rentals,Industrials,2023,1,2023-04-27,BMO,2023-04-27,357.66,2023-06-09,389.02,8.77,UP,0.8,HIT,success,73.1,
455,USB,U.S. Bancorp,Financial Services,2023,1,2023-04-19,BMO,2023-04-19,36.01,2023-06-01,30.52,-15.25,NEUTRAL,0.6,SKIP,success,77.9,
456,V,Visa Inc.,Financial Services,2023,1,2023-01-27,AMC,2023-01-30,229.1,2023-03-14,218.66,-4.56,UP,0.8,MISS,success,82.7,
457,VICI,Vici Properties,Real Estate,2023,1,2023-05-02,BMO,2023-05-02,32.7,2023-06-14,32.38,-0.98,UP,0.7,MISS,success,71.5,
458,VLO,Valero Energy,Energy,2023,1,2023-04-27,BMO,2023-04-27,114.64,2023-06-09,113.39,-1.09,UP,0.9,MISS,success,73.9,
459,VMC,Vulcan Materials Company,Basic Materials,2023,1,2023-05-04,BMO,2023-05-04,190.23,2023-06-16,207.31,8.98,UP,0.8,HIT,success,64.4,
460,VRSK,Verisk Analytics,Industrials,2023,1,2023-05-03,BMO,2023-05-03,203.97,2023-06-15,224.57,10.1,UP,0.7,HIT,success,77.2,
461,VRSN,Verisign,Technology,2023,1,2023-04-28,AMC,2023-05-01,219.4,2023-06-13,223.45,1.85,UP,0.7,HIT,success,75.5,
462,VRTX,Vertex Pharmaceuticals,Healthcare,2023,1,2023-05-02,AMC,2023-05-03,346.36,2023-06-15,349.08,0.79,UP,0.7,HIT,success,69.4,
463,VST,Vistra Corp.,Utilities,2023,1,2023-05-09,BMO,2023-05-09,24.6,2023-06-22,25.3,2.85,UP,0.7,HIT,success,74.9,
464,VTR,Ventas,Real Estate,2023,1,2023-05-09,BMO,2023-05-09,46.86,2023-06-22,44.49,-5.06,UP,0.7,MISS,success,77.3,
465,VTRS,Viatris,Healthcare,2023,1,2023-05-08,BMO,2023-05-08,9.82,2023-06-21,10.11,2.95,UP,0.7,HIT,success,72.9,
466,VZ,Verizon,Communication Services,2023,1,2023-04-25,BMO,2023-04-25,37.3,2023-06-07,35.26,-5.47,NEUTRAL,0.6,SKIP,success,66.6,
467,WAB,Wabtec,Industrials,2023,1,2023-04-26,BMO,2023-04-26,96.51,2023-06-08,99.08,2.66,UP,0.8,HIT,success,78.3,
468,WAT,Waters Corporation,Healthcare,2023,1,2023-05-09,BMO,2023-05-09,276.76,2023-06-22,260.27,-5.96,DOWN,0.2,HIT,success,72.5,
469,WBD,Warner Bros. Discovery,Communication Services,2023,1,2023-05-05,BMO,2023-05-05,12.89,2023-06-20,12.19,-5.43,UP,0.7,MISS,success,77.0,
470,WDAY,"Workday, Inc.",Technology,2023,1,2022-05-27,AMC,2022-05-31,156.3,2022-07-14,137.92,-11.76,UP,0.7,MISS,success,67.3,
471,WDC,Western Digital,Technology,2023,1,2022-10-27,BMO,2022-10-27,25.95,2022-12-09,26.98,3.97,DOWN,0.3,MISS,success,72.0,
472,WEC,WEC Energy Group,Utilities,2023,1,2023-05-01,UNKNOWN,2023-05-02,95.25,2023-06-14,90.53,-4.96,NEUTRAL,0.4,SKIP,success,113.4,
473,WELL,Welltower,Real Estate,2023,1,2023-05-03,BMO,2023-05-03,77.52,2023-06-15,80.15,3.39,UP,0.8,HIT,success,69.4,
474,WFC,Wells Fargo,Financial Services,2023,1,2023-04-14,BMO,2023-04-14,39.64,2023-05-26,41.23,4.01,UP,0.7,HIT,success,71.1,
475,WM,Waste Management,Industrials,2023,1,2023-04-27,BMO,2023-04-27,161.63,2023-06-09,162.68,0.65,UP,0.7,HIT,success,77.5,
476,WMB,Williams Companies,Energy,2023,1,2023-05-04,BMO,2023-05-04,29.1,2023-06-16,30.53,4.91,UP,0.7,HIT,success,70.8,
477,WMT,Walmart,Consumer Defensive,2023,1,2022-05-17,BMO,2022-05-17,43.78,2022-06-30,40.53,-7.42,DOWN,0.2,HIT,success,91.9,
478,WRB,W. R. Berkley Corporation,Financial Services,2023,1,2023-04-21,AMC,2023-04-24,38.59,2023-06-06,38.37,-0.57,UP,0.8,MISS,success,77.7,
479,WSM,Williams-Sonoma,Consumer Cyclical,2023,1,2023-05-23,BMO,2023-05-23,55.93,2023-07-07,60.47,8.12,NEUTRAL,0.6,SKIP,success,87.8,
480,WST,West Pharmaceutical Services,Healthcare,2023,1,2023-04-27,BMO,2023-04-27,355.22,2023-06-09,348.28,-1.95,UP,0.7,MISS,success,69.3,
481,WTW,Willis Towers Watson,Financial Services,2023,1,2023-04-27,BMO,2023-04-27,225.81,2023-06-09,225.7,-0.05,NEUTRAL,0.4,SKIP,success,96.6,
482,WY,Weyerhaeuser,Real Estate,2023,1,2023-04-28,BMO,2023-04-28,29.91,2023-06-12,29.82,-0.3,NEUTRAL,0.6,SKIP,success,69.3,
483,WYNN,Wynn Resorts,Consumer Cyclical,2023,1,2023-05-10,AMC,2023-05-11,106.9,2023-06-26,105.25,-1.54,UP,0.8,MISS,success,69.4,
484,XEL,Xcel Energy,Utilities,2023,1,2023-04-27,BMO,2023-04-27,70.26,2023-06-09,63.45,-9.69,NEUTRAL,0.6,SKIP,success,89.7,
485,XOM,ExxonMobil,Energy,2023,1,2023-04-28,BMO,2023-04-28,118.34,2023-06-12,106.42,-10.07,UP,0.7,MISS,success,73.9,
486,XYL,Xylem Inc.,Industrials,2023,1,2023-05-04,BMO,2023-05-04,106.33,2023-06-16,113.44,6.69,UP,0.8,HIT,success,78.6,
487,XYZ,"Block, Inc.",Technology,2023,1,2023-05-04,UNKNOWN,2023-05-05,59.25,2023-06-20,66.8,12.74,UP,0.8,HIT,success,72.2,
488,YUM,Yum! Brands,Consumer Cyclical,2023,1,2023-05-03,BMO,2023-05-03,137.31,2023-06-15,139.2,1.38,UP,0.7,HIT,success,79.2,
489,ZBH,Zimmer Biomet,Healthcare,2023,1,2023-05-02,BMO,2023-05-02,143.01,2023-06-14,142.01,-0.7,UP,0.8,MISS,success,73.6,
490,ZBRA,Zebra Technologies,Technology,2023,1,2023-05-02,BMO,2023-05-02,255.44,2023-06-14,280.38,9.76,DOWN,0.2,MISS,success,77.6,
491,ZTS,Zoetis,Healthcare,2023,1,2023-05-04,BMO,2023-05-04,178.47,2023-06-16,170.74,-4.33,NEUTRAL,0.6,SKIP,success,69.9,
492,A,Agilent Technologies,Healthcare,2023,2,2023-05-24,AMC,2023-05-25,119.49,2023-07-11,118.48,-0.85,DOWN,0.2,HIT,success,80.8,
493,AAPL,Apple Inc.,Technology,2023,2,2023-05-05,AMC,2023-05-08,173.5,2023-06-21,183.96,6.03,UP,0.8,HIT,success,65.0,
494,ABBV,AbbVie,Healthcare,2023,2,2023-07-27,BMO,2023-07-27,148.85,2023-09-08,149.02,0.11,UP,0.8,HIT,success,69.4,
495,ABNB,Airbnb,Consumer Cyclical,2023,2,2023-08-04,AMC,2023-08-07,143.2,2023-09-19,141.85,-0.94,UP,0.8,MISS,success,84.5,
496,ABT,Abbott Laboratories,Healthcare,2023,2,2023-07-19,BMO,2023-07-19,107.28,2023-08-30,104.41,-2.68,UP,0.8,MISS,success,69.7,
497,ACGL,Arch Capital Group,Financial Services,2023,2,2023-07-27,BMO,2023-07-27,79.67,2023-09-08,77.26,-3.02,UP,0.8,MISS,success,68.9,
498,ACN,Accenture,Technology,2023,2,2023-03-23,BMO,2023-03-23,271.66,2023-05-05,265.65,-2.21,UP,0.7,MISS,success,73.3,
499,ADBE,Adobe Inc.,Technology,2023,2,2023-06-16,AMC,2023-06-20,485.86,2023-08-02,530.3,9.15,UP,0.8,HIT,success,70.5,
500,ADI,Analog Devices,Technology,2023,2,2023-05-24,BMO,2023-05-24,173.2,2023-07-10,191.05,10.31,DOWN,0.2,MISS,success,78.1,
501,ADM,Archer Daniels Midland,Consumer Defensive,2023,2,2023-07-25,BMO,2023-07-25,86.05,2023-09-06,77.46,-9.98,UP,0.7,MISS,success,80.2,
502,ADP,Automatic Data Processing,Industrials,2023,2,2023-01-25,BMO,2023-01-25,228.01,2023-03-09,218.98,-3.96,UP,0.7,MISS,success,78.0,
503,ADSK,Autodesk,Technology,2023,2,2022-08-25,AMC,2022-08-26,207.77,2022-10-10,191.03,-8.06,UP,0.8,MISS,success,87.0,
504,AEE,Ameren,Utilities,2023,2,2023-08-03,BMO,2023-08-03,82.92,2023-09-15,80.77,-2.59,NEUTRAL,0.6,SKIP,success,81.0,
505,AEP,American Electric Power,Utilities,2023,2,2023-07-27,BMO,2023-07-27,85.26,2023-09-08,77.74,-8.82,NEUTRAL,0.4,SKIP,success,89.7,
506,AES,AES Corporation,Utilities,2023,2,2023-08-04,BMO,2023-08-04,19.64,2023-09-18,17.08,-13.03,UP,0.7,MISS,success,74.8,
507,AFL,Aflac,Financial Services,2023,2,2023-08-02,BMO,2023-08-02,76.24,2023-09-14,77.31,1.4,UP,0.7,HIT,success,83.6,
508,AIG,American International Group,Financial Services,2023,2,2023-08-02,BMO,2023-08-02,61.27,2023-09-14,61.2,-0.11,UP,0.8,MISS,success,81.6,
